id,created_at,total engagement Jan 2021,status as of Jan 2021,summarised status as of Jan 2021,status as of Jan 2022,status as of Dec 2023
1243275747382431747,2020-03-26,1161,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1243275667191533577,2020-03-26,1966,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1242864760040968192,2020-03-25,3981,Online,Online,Online,This Tweet is from a suspended account
1242864764084248576,2020-03-25,21110,Online,Online,Online,Online
1242864764084248576,2020-03-25,21110,Online,Online,Online,Online
1242864764084248576,2020-03-25,21110,Online,Online,Online,Online
1242864785080766464,2020-03-25,16,Online,Online,Online,Online
1242864818761195526,2020-03-25,2036,Online,Online,Online,Online
1242864844304453634,2020-03-25,0,Online,Online,Online,Online
1242864860267835394,2020-03-25,670,Online,Online,Online,Online
1242864860267835394,2020-03-25,670,Online,Online,Online,Online
1242864863858360323,2020-03-25,37,Online,Online,Online,Online
1242864965423431680,2020-03-25,17168,Online,Online,Online,Online
1242864965545070592,2020-03-25,21151,Online,Online,Online,Online
1242864974294376454,2020-03-25,46552,Online,Online,Online,Online
1242877388393938945,2020-03-25,8147,Online,Online,Online,Online
1242877401983524869,2020-03-25,5705,Online,Online,Online,Online
1242877414289494016,2020-03-25,5165,Online,Online,Online,Online
1242877430756331520,2020-03-25,285,Online,Online,Online,Online
1242877452126490625,2020-03-25,4,Online,Online,Online,Online
1242877488956608512,2020-03-25,6876,Online,Online,Online,This Tweet is from a suspended account
1242877488956608512,2020-03-25,6876,Online,Online,Online,This Tweet is from a suspended account
1242877494144966656,2020-03-25,37647,Online,Online,Online,This Tweet is from a suspended account
1242877523253395462,2020-03-25,63833,Online,Online,Online,Online
1242877573291479043,2020-03-25,6190,Online,Online,Online,Online
1242877586411307013,2020-03-25,4456,Online,Online,Online,Online
1242877615301636096,2020-03-25,1613,Online,Online,Online,Online
1242877627800657927,2020-03-25,33,Online,Online,Online,Online
1242904274671210496,2020-03-25,7036,Online,Online,Online,Online
1242904274671210496,2020-03-25,7036,Online,Online,Online,Online
1242904274826227712,2020-03-25,5394,Online,Online,Online,Online
1242904299723788290,2020-03-25,96,Online,Online,Online,Online
1242904299723788290,2020-03-25,96,Online,Online,Online,Online
1242904320275877905,2020-03-25,78,Online,Online,Online,Online
1242904321907441666,2020-03-25,0,Online,Online,Online,Online
1242904354471936001,2020-03-25,6364,Online,Online,Online,Online
1242904375359467520,2020-03-25,237309,Online,Online,Online,Online
1242904379360935943,2020-03-25,2828,Online,Online,Online,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1242904379360935943,2020-03-25,2828,Online,Online,Online,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1242904379360935943,2020-03-25,2828,Online,Online,Online,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1242904421585113089,2020-03-25,27284,Online,Online,Online,This Tweet is from a suspended account
1242904426118955008,2020-03-25,11097,Online,Online,Online,Online
1242904446918692867,2020-03-25,27000,Online,Online,Online,Online
1242904446918692867,2020-03-25,27000,Online,Online,Online,Online
1242904450865532928,2020-03-25,295,Online,Online,Online,Online
1242904450865532928,2020-03-25,295,Online,Online,Online,Online
1242904450882289665,2020-03-25,18517,Online,Online,Online,Online
1242904471459336199,2020-03-25,26019,Online,Online,Online,Online
1242959673533358082,2020-03-25,75050,Online,Online,Online,Online
1242959681477177345,2020-03-25,941,Online,Online,Online,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1242959685268856833,2020-03-25,11082,Online,Online,Online,Online
1242959685268856833,2020-03-25,11082,Online,Online,Online,Online
1242959717770674176,2020-03-25,5748,Online,Online,Online,Online
1242959731809009665,2020-03-25,19420,Online,Online,Online,Online
1242959752960720896,2020-03-25,15823,Online,Online,Online,Online
1242959752960720896,2020-03-25,15823,Online,Online,Online,Online
1242959756463128576,2020-03-25,179124,Online,Online,Online,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1242959756463128576,2020-03-25,179124,Online,Online,Online,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1242959773647147013,2020-03-25,604,Online,Online,Online,Online
1242959841116729347,2020-03-25,110003,Online,Online,Online,Online
1242959873924427776,2020-03-25,19840,Online,Online,Online,Online
1242959895386705920,2020-03-25,7121,Online,Online,Online,Online
1242959925049012234,2020-03-25,7719,Online,Online,Online,Online
1242997245273931776,2020-03-26,12356,Online,Online,Online,Online
1242997266626932736,2020-03-26,0,Online,Online,Online,Online
1242997278970744832,2020-03-26,4195,Online,Online,Online,Online
1242997287271518216,2020-03-26,49070,Online,Online,Online,Online
1242997287271518216,2020-03-26,49070,Online,Online,Online,Online
1242997287913246720,2020-03-26,107551,Online,Online,Online,Online
1242997321098571776,2020-03-26,1898,Online,Online,Online,Online
1242997371174191104,2020-03-26,22103,Online,Online,Online,Online
1242997396868460546,2020-03-26,1262,Online,Online,Online,Online
1242997413264097280,2020-03-26,27005,Online,Online,Online,Online
1242997425951911937,2020-03-26,9696,Online,Online,Online,Online
1243052925485629442,2020-03-26,75009,Online,Online,Online,Online
1243052925661974528,2020-03-26,66714,Online,Online,Online,Online
1243052950898999296,2020-03-26,2895,Online,Online,Online,Online
1243052954074132481,2020-03-26,16,Online,Online,Online,Online
1243052954074132481,2020-03-26,16,Online,Online,Online,Online
1243052954074132481,2020-03-26,16,Online,Online,Online,Online
1243053018679070720,2020-03-26,20308,Online,Online,Online,Online
1243053021623234560,2020-03-26,21388,Online,Online,Online,Online
1243053056482324480,2020-03-26,115522,Online,Online,Online,Online
1243053076203913216,2020-03-26,423,Online,Online,Online,Online
1243053110563467265,2020-03-26,178,Online,Online,Online,Online
1243053118801272832,2020-03-26,58005,Online,Online,Online,Online
1243053126078410754,2020-03-26,72422,Online,Online,Online,Online
1243053139797987329,2020-03-26,75336,Online,Online,Online,This Tweet is from a suspended account
1243053168998653952,2020-03-26,9076,Online,Online,Online,Online
1243064333271044096,2020-03-26,79105,Online,Online,Online,Online
1243064333271044096,2020-03-26,79105,Online,Online,Online,Online
1243064341622071296,2020-03-26,2123,Online,Online,Online,Online
1243064341622071296,2020-03-26,2123,Online,Online,Online,Online
1243064341622071296,2020-03-26,2123,Online,Online,Online,Online
1243064355295350784,2020-03-26,36919,Online,Online,Online,Online
1243064374937432064,2020-03-26,853,Online,Online,Online,Online
1243064387969089536,2020-03-26,47154,Online,Online,Online,This Tweet is from a suspended account
1243064387969089536,2020-03-26,47154,Online,Online,Online,This Tweet is from a suspended account
1243064393170124800,2020-03-26,173,Online,Online,Online,Online
1243064433729064960,2020-03-26,423,Online,Online,Online,Online
1243064433729064960,2020-03-26,423,Online,Online,Online,Online
1243064433729064960,2020-03-26,423,Online,Online,Online,Online
1243064433729064960,2020-03-26,423,Online,Online,Online,Online
1243064455082237954,2020-03-26,431,Online,Online,Online,Online
1243064460488486912,2020-03-26,14404,Online,Online,Online,Online
1243064460488486912,2020-03-26,14404,Online,Online,Online,Online
1243064544060043266,2020-03-26,6468,Online,Online,Online,Online
1243064555401437184,2020-03-26,7309,Online,Online,Online,Online
1243064572061175808,2020-03-26,23501,Online,Online,Online,Online
1243087313627951104,2020-03-26,4828,Online,Online,Online,Online
1243087384805171201,2020-03-26,221,Online,Online,Online,Online
1243087415235010561,2020-03-26,84498,Online,Online,Online,Online
1243087415235010561,2020-03-26,84498,Online,Online,Online,Online
1243087424156295168,2020-03-26,6,Online,Online,Online,This Tweet is from a suspended account
1243087457240973312,2020-03-26,19480,Online,Online,Online,Online
1243087489876852737,2020-03-26,7215,Online,Online,Online,Online
1243087499100139523,2020-03-26,1146,Online,Online,Online,Online
1243087499100139523,2020-03-26,1146,Online,Online,Online,Online
1243087510324105216,2020-03-26,1962,Online,Online,Online,Online
1243087510324105216,2020-03-26,1962,Online,Online,Online,Online
1243087510324105216,2020-03-26,1962,Online,Online,Online,Online
1243087511494242304,2020-03-26,1579,Online,Online,Online,Online
1243087519836758017,2020-03-26,2,Online,Online,Online,Online
1243087519836758017,2020-03-26,2,Online,Online,Online,Online
1243087519836758017,2020-03-26,2,Online,Online,Online,Online
1243087549834330112,2020-03-26,1585,Online,Online,Online,Online
1243090384819048448,2020-03-26,1383,Online,Online,Online,Online
1243090389138980865,2020-03-26,6982,Online,Online,Online,Online
1243090405119406081,2020-03-26,7557,Online,Online,Online,Online
1243090405119406081,2020-03-26,7557,Online,Online,Online,Online
1243090413289947137,2020-03-26,64782,Online,Online,Online,Online
1243090413289947137,2020-03-26,64782,Online,Online,Online,Online
1243090459158646789,2020-03-26,124,Online,Online,Online,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243090523562422272,2020-03-26,339,Online,Online,Online,Online
1243090623248445441,2020-03-26,110,Online,Online,Online,Online
1243090623248445441,2020-03-26,110,Online,Online,Online,Online
1243143664743993346,2020-03-26,1278,Online,Online,Online,Online
1243143664743993346,2020-03-26,1278,Online,Online,Online,Online
1243143769463160832,2020-03-26,262,Online,Online,Online,Online
1243143820214181888,2020-03-26,1051,Online,Online,Online,Online
1243143820306513921,2020-03-26,1603,Online,Online,Online,Online
1243143844457148417,2020-03-26,6013,Online,Online,Online,Online
1243143849460920321,2020-03-26,7088,Online,Online,Online,Online
1243143849460920321,2020-03-26,7088,Online,Online,Online,Online
1243147267684646915,2020-03-26,53257,Online,Online,Online,Online
1243147292913201158,2020-03-26,4772,Online,Online,Online,Online
1243147313369006081,2020-03-26,60876,Online,Online,Online,Online
1243147410068721664,2020-03-26,20073,Online,Online,Online,Online
1243147431321014274,2020-03-26,14439,Online,Online,Online,Online
1243147451256561666,2020-03-26,2604,Online,Online,Online,Online
1243147452141764608,2020-03-26,5885,Online,Online,Online,Online
1243147464628146176,2020-03-26,67911,Online,Online,Online,This Tweet is from an account that no longer exists
1243147464628146176,2020-03-26,67911,Online,Online,Online,This Tweet is from an account that no longer exists
1243147472773529600,2020-03-26,7434,Online,Online,Online,Online
1243147481921224705,2020-03-26,59699,Online,Online,Online,Online
1243159619578576903,2020-03-26,32543,Online,Online,Online,Online
1243159623781224453,2020-03-26,351660,Online,Online,Online,Online
1243159640642387969,2020-03-26,87264,Online,Online,Online,Online
1243159644886925319,2020-03-26,32,Online,Online,Online,Online
1243159644886925319,2020-03-26,32,Online,Online,Online,Online
1243159665619468288,2020-03-26,1059,Online,Online,Online,Online
1243159682564456450,2020-03-26,48574,Online,Online,Online,Online
1243159682564456450,2020-03-26,48574,Online,Online,Online,Online
1243159774906081282,2020-03-26,183,Online,Online,Online,Online
1243159787573051399,2020-03-26,947,Online,Online,Online,Online
1243159791851241473,2020-03-26,33271,Online,Online,Online,Online
1243159808217247744,2020-03-26,51313,Online,Online,Online,Online
1243159858649731073,2020-03-26,682,Online,Online,Online,Online
1243159863137624065,2020-03-26,353558,Online,Online,Online,Online
1243159879579287557,2020-03-26,5602,Online,Online,Online,Online
1243159879579287557,2020-03-26,5602,Online,Online,Online,Online
1243193727134416902,2020-03-26,37016,Online,Online,Online,Online
1243193748697133056,2020-03-26,4292,Online,Online,Online,Online
1243193765541474304,2020-03-26,3593,Online,Online,Online,Online
1243193778204299264,2020-03-26,8800,Online,Online,Online,Online
1243193778204299264,2020-03-26,8800,Online,Online,Online,Online
1243193778204299264,2020-03-26,8800,Online,Online,Online,Online
1243193807467958274,2020-03-26,4526,Online,Online,Online,Online
1243193807467958274,2020-03-26,4526,Online,Online,Online,Online
1243193845023727621,2020-03-26,65529,Online,Online,Online,Online
1243193848953597954,2020-03-26,227931,Online,Online,Online,Online
1243193853634469890,2020-03-26,579,Online,Online,Online,Online
1243193865747566597,2020-03-26,816,Online,Online,Online,Online
1243193899373539328,2020-03-26,28965,Online,Online,Online,Online
1243193916603547648,2020-03-26,39493,Online,Online,Online,Online
1243193936870625283,2020-03-26,75,Online,Online,Online,Online
1243193936996253696,2020-03-26,32667,Online,Online,Online,Online
1243193945951064069,2020-03-26,23566,Online,Online,Online,Online
1243193978721370112,2020-03-26,1805,Online,Online,Online,Online
1243193989119033344,2020-03-26,134,Online,Online,Online,Online
1243211557523329026,2020-03-26,5605,Online,Online,Online,Online
1243211587403411457,2020-03-26,161501,Online,Online,Online,Online
1243211603861843968,2020-03-26,8291,Online,Online,Online,Online
1243211603861843968,2020-03-26,8291,Online,Online,Online,Online
1243211637194031104,2020-03-26,897,Online,Online,Online,Online
1243211641522491394,2020-03-26,9388,Online,Online,Online,Online
1243211649470869504,2020-03-26,302,Online,Online,Online,Online
1243211653589549057,2020-03-26,6735,Online,Online,Online,Online
1243211653589549057,2020-03-26,6735,Online,Online,Online,Online
1243211653862305793,2020-03-26,11339,Online,Online,Online,Online
1243211653862305793,2020-03-26,11339,Online,Online,Online,Online
1243211691510423553,2020-03-26,2886,Online,Online,Online,Online
1243211691657134081,2020-03-26,20,Online,Online,Online,Online
1243211696409198592,2020-03-26,5225,Online,Online,Online,Online
1243211704001069056,2020-03-26,154850,Online,Online,Online,Online
1243211704068079617,2020-03-26,23372,Online,Online,Online,Online
1243211704965586944,2020-03-26,1936,Online,Online,Online,Online
1243211708723650560,2020-03-26,126622,Online,Online,Online,Online
1243211708870660096,2020-03-26,96268,Online,Online,Online,Online
1243211742617808902,2020-03-26,2434,Online,Online,Online,Online
1243211750704627714,2020-03-26,624,Online,Online,Online,Online
1243211750704627714,2020-03-26,624,Online,Online,Online,Online
1243214934370123776,2020-03-26,2751,Online,Online,Online,Online
1243214946219036674,2020-03-26,1665,Online,Online,Online,Online
1243214959602876416,2020-03-26,48533,Online,Online,Online,Online
1243214959602876416,2020-03-26,48533,Online,Online,Online,Online
1243214993006432263,2020-03-26,17829,Online,Online,Online,Online
1243215043443019778,2020-03-26,28,Online,Online,Online,Online
1243215043443019778,2020-03-26,28,Online,Online,Online,Online
1243215052024381441,2020-03-26,18276,Online,Online,Online,Online
1243215088779132928,2020-03-26,100625,Online,Online,Online,Online
1243215088779132928,2020-03-26,100625,Online,Online,Online,Online
1243215088779132928,2020-03-26,100625,Online,Online,Online,Online
1243215105887789056,2020-03-26,76923,Online,Online,Online,Online
1243215110493126658,2020-03-26,139,Online,Online,Online,Online
1243275685034110978,2020-03-26,895,Online,Online,Online,Online
1243376448892624898,2020-03-27,4688,Online,Online,Online,Online
1243406105717309450,2020-03-27,211568,Online,Online,Online,Online
1243406113900343299,2020-03-27,19277,Online,Online,Online,Online
1243406113900343299,2020-03-27,19277,Online,Online,Online,Online
1243406319345782785,2020-03-27,1206,Online,Online,Online,Online
1243478881023275010,2020-03-27,4039,Online,Online,Online,Online
1243484787500711936,2020-03-27,434468,Online,Online,Online,Online
1243530551111364608,2020-03-27,1316,Online,Online,Online,Online
1243530551111364608,2020-03-27,1316,Online,Online,Online,Online
1243530551111364608,2020-03-27,1316,Online,Online,Online,Online
1243532681897332736,2020-03-27,573885,Online,Online,Online,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243532790664232961,2020-03-27,15572,Online,Online,Online,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243532803377070081,2020-03-27,5674,Online,Online,Online,Online
1243536326667972618,2020-03-27,23505,Online,Online,Online,Online
1243536415478239233,2020-03-27,82106,Online,Online,Online,Online
1243550243163168769,2020-03-27,1664,Online,Online,Online,Online
1243550389863137289,2020-03-27,7,Online,Online,Online,Online
1243605587583262721,2020-03-27,261922,Online,Online,Online,Online
1243605587922952199,2020-03-27,4541,Online,Online,Online,Online
1243638311501148163,2020-03-27,1840,Online,Online,Online,Online
1243638332212510721,2020-03-27,1960,Online,Online,Online,Online
1243638336440287232,2020-03-27,58492,Online,Online,Online,Online
1243638336440287232,2020-03-27,58492,Online,Online,Online,Online
1243638336625020928,2020-03-27,68224,Online,Online,Online,Online
1243638340605358084,2020-03-27,47426,Online,Online,Online,Online
1243638340605358084,2020-03-27,47426,Online,Online,Online,Online
1243638370691100672,2020-03-27,1805,Online,Online,Online,Online
1243638373992013838,2020-03-27,2957,Online,Online,Online,Online
1243638378240839681,2020-03-27,42178,Online,Online,Online,Online
1243638411937714176,2020-03-27,53153,Online,Online,Online,Online
1243638412198006784,2020-03-27,13229,Online,Online,Online,Online
1243638429172117504,2020-03-27,92014,Online,Online,Online,Online
1243638449736802304,2020-03-27,2506,Online,Online,Online,Online
1243638449736802304,2020-03-27,2506,Online,Online,Online,Online
1243638449736802304,2020-03-27,2506,Online,Online,Online,Online
1243638478925172736,2020-03-27,4904,Online,Online,Online,Online
1243638478925172736,2020-03-27,4904,Online,Online,Online,Online
1243638525578350594,2020-03-27,3244,Online,Online,Online,Online
1243695307558445062,2020-03-28,107,Online,Online,Online,Online
1243695311589179394,2020-03-28,322769,Online,Online,Online,Online
1243695328941027334,2020-03-28,3121,Online,Online,Online,Online
1243695329188462592,2020-03-28,3383,Online,Online,Online,Online
1243695329188462592,2020-03-28,3383,Online,Online,Online,Online
1243695340886294528,2020-03-28,89713,Online,Online,Online,Online
1243695362679988225,2020-03-28,291,Online,Online,Online,Online
1243695384062504962,2020-03-28,15314,Online,Online,Online,Online
1243695509895819266,2020-03-28,10491,Online,Online,Online,Online
1243695509895819266,2020-03-28,10491,Online,Online,Online,Online
1243695509895819266,2020-03-28,10491,Online,Online,Online,Online
1243695509895819266,2020-03-28,10491,Online,Online,Online,Online
1284227931074703362,2020-07-17,83843,Online,Online,Online,Online
1284227931074703362,2020-07-17,83843,Online,Online,Online,Online
1284227968022216704,2020-07-17,16640,Online,Online,Online,Online
1284227968022216704,2020-07-17,16640,Online,Online,Online,Online
1243053130520186880,2020-03-26,59352,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1243064569167216641,2020-03-26,35470,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1243052933618548736,2020-03-26,165754,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1242904337459929088,2020-03-25,117594,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1243087380900466689,2020-03-26,4253,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1243159863322185730,2020-03-26,981,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1243159863322185730,2020-03-26,981,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1243159863322185730,2020-03-26,981,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1243064381048569856,2020-03-26,8292,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1243143849222057984,2020-03-26,168,Online,Online,"Sorry, that page doesn't exist!",Online
1243147526917754883,2020-03-26,31335,Online,Online,"Sorry, that page doesn't exist!",Online
1242864768358195202,2020-03-25,76325,Online,Online,"Sorry, that page doesn't exist!",Online
1242864768358195202,2020-03-25,76325,Online,Online,"Sorry, that page doesn't exist!",Online
1242864768358195202,2020-03-25,76325,Online,Online,"Sorry, that page doesn't exist!",Online
1242877494144966656,2020-03-25,37647,Online,Online,"Sorry, that page doesn't exist!",This Tweet is from a suspended account
1242959689694023683,2020-03-25,180363,Online,Online,"Sorry, that page doesn't exist!",Online
1242959806731878400,2020-03-25,665,Online,Online,"Sorry, that page doesn't exist!",This Tweet is from a suspended account
1242959806731878400,2020-03-25,665,Online,Online,"Sorry, that page doesn't exist!",This Tweet is from a suspended account
1242959806731878400,2020-03-25,665,Online,Online,"Sorry, that page doesn't exist!",This Tweet is from a suspended account
1262572363557646336,2020-05-19,64129,"Sorry, that page doesn't exist!","Sorry, that page doesn't exist!","Sorry, that page doesn't exist!",Online
1243064425273270274,2020-03-26,33459,"Sorry, that page doesn't exist!","Sorry, that page doesn't exist!","Sorry, that page doesn't exist!",You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243143681470861313,2020-03-26,2955,"Sorry, that page doesn't exist!","Sorry, that page doesn't exist!","Sorry, that page doesn't exist!",Online
1243211566255763456,2020-03-26,12095,"Sorry, that page doesn't exist!","Sorry, that page doesn't exist!","Sorry, that page doesn't exist!",Online
1243064321267073024,2020-03-26,21824,"Sorry, that page doesn't exist!","Sorry, that page doesn't exist!","Sorry, that page doesn't exist!",Online
1243064321267073024,2020-03-26,21824,"Sorry, that page doesn't exist!","Sorry, that page doesn't exist!","Sorry, that page doesn't exist!",Online
1290769224219217921,2020-08-04,28030,"Sorry, that page doesn't exist!","Sorry, that page doesn't exist!","Sorry, that page doesn't exist!",Online
1243064413957079040,2020-03-26,46069,Online,Online,The following media includes potentially sensitive content.,Online
1242864982167105536,2020-03-25,520,Online,Online,This account owner limits who can view their Tweets.,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1242877552240312321,2020-03-25,4420,Online,Online,This account owner limits who can view their Tweets.,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1242877552240312321,2020-03-25,4420,Online,Online,This account owner limits who can view their Tweets.,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1242959781486374915,2020-03-25,28898,Online,Online,This account owner limits who can view their Tweets.,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243090619817316354,2020-03-26,34269,Online,Online,This account owner limits who can view their Tweets.,Online
1243159712331444224,2020-03-26,8606,Online,Online,This account owner limits who can view their Tweets.,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243193983934894080,2020-03-26,77705,Online,Online,This account owner limits who can view their Tweets.,Online
1243211574065549312,2020-03-26,959,Online,Online,This account owner limits who can view their Tweets.,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243211709084549121,2020-03-26,3178,Online,Online,This account owner limits who can view their Tweets.,Online
1243638386361077761,2020-03-27,19057,Online,Online,This account owner limits who can view their Tweets.,Online
1243695354312196096,2020-03-28,54,Online,Online,This account owner limits who can view their Tweets.,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243695354312196096,2020-03-28,54,Online,Online,This account owner limits who can view their Tweets.,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1253591858510528512,2020-04-24,3623,Online,Online,This account owner limits who can view their Tweets.,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1253708433305620480,2020-04-24,87568,Online,Online,This account owner limits who can view their Tweets.,Online
1253708433305620480,2020-04-24,87568,Online,Online,This account owner limits who can view their Tweets.,Online
1253708433305620480,2020-04-24,87568,Online,Online,This account owner limits who can view their Tweets.,Online
1253708433305620480,2020-04-24,87568,Online,Online,This account owner limits who can view their Tweets.,Online
1253893005867704320,2020-04-25,208194,Online,Online,This account owner limits who can view their Tweets.,Online
1274519930566774785,2020-06-21,12471,Online,Online,This account owner limits who can view their Tweets.,This Tweet is from an account that no longer exists
1290835375720525824,2020-08-05,48283,"Sorry, that page doesn't exist!","Sorry, that page doesn't exist!",This account owner limits who can view their Tweets.,This Tweet is from an account that no longer exists
1242877410384719879,2020-03-25,13281,This Tweet is from a suspended account,This Tweet is from a suspended account,This account owner limits who can view their Tweets.,This Tweet is from a suspended account
1243143655722037249,2020-03-26,5215,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243090576737738754,2020-03-26,89247,Online,Online,This Tweet is from a suspended account,Online
1242864776595767316,2020-03-25,3132,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864776595767316,2020-03-25,3132,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864785215164417,2020-03-25,57267,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864785215164417,2020-03-25,57267,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864785215164417,2020-03-25,57267,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864785215164417,2020-03-25,57267,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877565632573441,2020-03-25,31199,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877565632573441,2020-03-25,31199,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904509086662659,2020-03-25,207354,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904509086662659,2020-03-25,207354,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243052925938778113,2020-03-26,687,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243052925938778113,2020-03-26,687,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243052925938778113,2020-03-26,687,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243053009673818121,2020-03-26,9824,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243053009673818121,2020-03-26,9824,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243053009673818121,2020-03-26,9824,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243053122790010887,2020-03-26,15913,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243053122790010887,2020-03-26,15913,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243376469746880513,2020-03-27,18075,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243404522346516487,2020-03-27,7,Online,Online,This Tweet is from a suspended account,Online
1243484737064390656,2020-03-27,7914,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243536427708755968,2020-03-27,5836,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243536427708755968,2020-03-27,5836,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243695282140975111,2020-03-28,36845,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864906434723841,2020-03-25,66937,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864906434723841,2020-03-25,66937,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864919399325697,2020-03-25,22,Online,Online,This Tweet is from a suspended account,Online
1242877405519323137,2020-03-25,2235,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904475628691456,2020-03-25,78028,Online,Online,This Tweet is from a suspended account,Online
1242959686032384002,2020-03-25,401839,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243064468164300807,2020-03-26,257,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243064468164300807,2020-03-26,257,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243064468164300807,2020-03-26,257,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243087314856947712,2020-03-26,738,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243087360004435971,2020-03-26,1,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243087461485621249,2020-03-26,1383,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243087461485621249,2020-03-26,1383,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243087461485621249,2020-03-26,1383,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243087495069401088,2020-03-26,65096,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243087495069401088,2020-03-26,65096,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243090564746285056,2020-03-26,3380,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243147338572533760,2020-03-26,34339,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243147372219293698,2020-03-26,95177,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243147417962373120,2020-03-26,43740,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243147426640400384,2020-03-26,114091,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243159632740257793,2020-03-26,413,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243193849083826178,2020-03-26,301926,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243211633314467841,2020-03-26,17788,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243211633314467841,2020-03-26,17788,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243211775203512322,2020-03-26,99999,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
