id,created_at,total engagement Jan 2021,status as of Jan 2021,summarised status as of Jan 2021,status as of Jan 2022,status as of Dec 2023
1243090550028451840,2020-03-26,357,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243090598321475584,2020-03-26,214219,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243090619976818689,2020-03-26,139113,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243143676647391236,2020-03-26,696,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243147283794923520,2020-03-26,1770,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243147296491126784,2020-03-26,64841,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243147519045009409,2020-03-26,65783,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243159636791918598,2020-03-26,1514,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243159733298769920,2020-03-26,15498,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243159867088461825,2020-03-26,1220,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243159888160673792,2020-03-26,4763,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243193744838590469,2020-03-26,1667,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243193807157571585,2020-03-26,659,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243193924451270658,2020-03-26,4552,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243214958931759110,2020-03-26,35687,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243215151714762761,2020-03-26,52817,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243275588279898125,2020-03-26,77332,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243275588279898125,2020-03-26,77332,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243275588279898125,2020-03-26,77332,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243275654675693568,2020-03-26,81613,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243275654675693568,2020-03-26,81613,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243310149328089095,2020-03-26,40533,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243370136385568775,2020-03-27,17979,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243370177980510209,2020-03-27,17369,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243370250206236672,2020-03-27,610061,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243370250206236672,2020-03-27,610061,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243370250206236672,2020-03-27,610061,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243370257982488577,2020-03-27,38740,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243484708140240896,2020-03-27,10287,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243532853780066313,2020-03-27,12035,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243638461904625665,2020-03-27,62460,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243638461904625665,2020-03-27,62460,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243753194167164928,2020-03-28,1867,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243753194167164928,2020-03-28,1867,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243753194167164928,2020-03-28,1867,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243753194167164928,2020-03-28,1867,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243753257547202560,2020-03-28,126693,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243784580487876613,2020-03-28,42943,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243792434913579008,2020-03-28,55555,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243792491402407936,2020-03-28,10206,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243792511472218112,2020-03-28,13696,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243792557093588993,2020-03-28,648,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243821031611129856,2020-03-28,2260,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243821040377217024,2020-03-28,52750,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1284228008945963008,2020-07-17,32937,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1284228008945963008,2020-07-17,32937,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1284228008945963008,2020-07-17,32937,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1284228008945963008,2020-07-17,32937,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1243211700649656320,2020-03-26,25,This Tweet is from a suspended account,This Tweet is from a suspended account,Online,Online
1226295073182244864,2020-02-09,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1241672566185644032,2020-03-22,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1242535387349778432,2020-03-24,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1252844490043256835,2020-04-22,150,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1252844490043256835,2020-04-22,150,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1253895431794409473,2020-04-25,77108,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1254090002058838021,2020-04-25,83762,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1254090019314249729,2020-04-25,4404,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1254090073139798017,2020-04-25,24250,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1254090077376065538,2020-04-25,320233,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1254099599675056128,2020-04-25,28480,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1254099645636022272,2020-04-25,60865,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,This Tweet is from a suspended account
1254099798837334018,2020-04-25,29213,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1254234722898718721,2020-04-26,57356,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1254369776593403904,2020-04-26,1424,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1254418475944046598,2020-04-26,364,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1254540378247704576,2020-04-26,84333,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1257850156000698369,2020-05-06,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1259967560180740097,2020-05-11,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1259967587334664203,2020-05-11,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1259998028070629381,2020-05-12,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1261100707286941696,2020-05-15,14351,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1262666301560012801,2020-05-19,402133,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1262666467859931136,2020-05-19,40054,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1262666592611172352,2020-05-19,3364,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1262668105505013761,2020-05-19,29317,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,This Tweet is from a suspended account
1262668271427268608,2020-05-19,12,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1262668348426465287,2020-05-19,196,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1262668371247710208,2020-05-19,49170,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1265379792100220929,2020-05-26,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1266113961704984590,2020-05-28,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1267666822117109760,2020-06-02,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1273391944924831748,2020-06-17,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1276260682397372416,2020-06-25,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1278835847077322753,2020-07-02,1223,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1278835938748178438,2020-07-02,1197,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1278836035397521409,2020-07-02,5515,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1278836042595028993,2020-07-02,1004,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,This Tweet is from a suspended account
1278836061628588032,2020-07-02,12,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1281680267703459846,2020-07-10,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1283457975689117702,2020-07-15,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1283858128912687120,2020-07-16,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1287842778874085381,2020-07-27,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1291855398400659456,2020-08-07,572,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1291928378312990720,2020-08-08,351,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1291928412236505089,2020-08-08,21508,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1317134130447081472,2020-10-16,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1326577291254788097,2020-11-11,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1333495178070536198,2020-11-30,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1336010761261420549,2020-12-07,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1346913244816896000,2021-01-06,0,About government and state-affiliated media account labels on Twitter,Labelled (state-affiliated),Unknown,Online
1253352744628428800,2020-04-23,6052,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1253980950876295168,2020-04-25,4649,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1254164794451476480,2020-04-25,216,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1261934354407854081,2020-05-17,1890,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1262569621657354242,2020-05-19,1723,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1262569732538056707,2020-05-19,3836,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1278739787797499905,2020-07-02,29110,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1278740061471662080,2020-07-02,19724,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1278740109970505729,2020-07-02,78709,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1278836177789841408,2020-07-02,1707,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1291281525112287232,2020-08-06,32336,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1291661296618754052,2020-08-07,6366,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1291661410598924289,2020-08-07,3018,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1291661556560744448,2020-08-07,12239,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,This Tweet is from a suspended account
1292083552557776896,2020-08-08,9,About government and state-affiliated media account labels on Twitter: China,Labelled (state-affiliated),Unknown,Online
1339552039181955075,2020-12-17,0,"An error in the unofficial results from a Michigan county was caused by accidental human error, Michigan Department of State reports",Context,Unknown,Online
1323960626713165825,2020-11-04,0,"Ballots counted after Election Day are legitimate as long as they were cast on or before November 3, as per state-by-state rules",Context,Unknown,This Tweet is from a suspended account
1324101785070587906,2020-11-04,0,Civic Integrity Policy,Labelled,Unknown,Online
1324558117049425920,2020-11-06,0,Civic Integrity Policy,Labelled,Unknown,This Tweet is from a suspended account
1324609092573421570,2020-11-06,0,Civic Integrity Policy,Labelled,Unknown,This Tweet is from a suspended account
1324667816067387393,2020-11-06,0,Civic Integrity Policy,Labelled,Unknown,This Tweet is from a suspended account
1324387037340905474,2020-11-05,0,Civic Integrity Policy,Labelled,Unknown,Online
1324431877571162113,2020-11-05,0,Civic Integrity Policy,Labelled,Unknown,Online
1324596537607872518,2020-11-06,0,Civic Integrity Policy,Labelled,Unknown,Online
1324613530201456640,2020-11-06,0,Civic Integrity Policy,Labelled,Unknown,Online
1324681576152764416,2020-11-06,0,Civic Integrity Policy,Labelled,Unknown,Online
1324698710694088705,2020-11-06,0,Civic Integrity Policy,Labelled,Unknown,Online
1325042619118841861,2020-11-07,0,Civic Integrity Policy,Labelled,Unknown,Online
1325065546342264834,2020-11-07,0,Civic Integrity Policy,Labelled,Unknown,Online
1324033983882166272,2020-11-04,0,"Civic Integrity Policy; Ballots counted after Election Day are legitimate as long as they were cast on or before November 3, as per state-by-state rules",Labelled + Context,Unknown,Online
1324640832142495745,2020-11-06,0,"Civic Integrity Policy; There is no evidence of widespread voter fraud in the 2020 US presidential election, government officials and election experts confirm",Labelled + Context,Unknown,This Tweet is from a suspended account
1323430341512622080,2020-11-03,0,"Civic Integrity Policy; Voting by mail is legal and safe, experts and data confirm",Labelled + Context,Unknown,Online
1324154258539892737,2020-11-05,0,"Civic Integrity Policy; Voting by mail is legal and safe, experts and data confirm",Labelled + Context,Unknown,This Tweet is from a suspended account
1325102788586639360,2020-11-07,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1325102934015827970,2020-11-07,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1325548928188768256,2020-11-08,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1327380665197875201,2020-11-13,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,Online
1327407964404260870,2020-11-14,416181,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,Online
1327417404939411456,2020-11-14,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,Online
1330737141794676736,2020-11-23,173989,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,Online
1333598759784128512,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333598828944105472,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333598910615486464,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333612152226189312,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333615530658426880,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333622380367908864,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333633973906452481,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333635941609603075,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333662403595182082,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333665086435684353,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333729035453689858,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333741771415760896,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333788095859212289,2020-12-01,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1333924730420785153,2020-12-02,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1338876692073426944,2020-12-15,187428,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,Online
1338887135152095232,2020-12-15,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1338935724142452744,2020-12-15,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,This Tweet is from a suspended account
1339955502143422466,2020-12-18,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,Online
1340440636089135104,2020-12-19,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,Online
1343663159085834248,2020-12-28,454932,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,Online
1346694608877740032,2021-01-06,0,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,Online
1332552283553476608,2020-11-28,264054,Congress affirmed President Joe Biden’s victory in the 2020 presidential election,Context,Unknown,Online
1324108200141082624,2020-11-04,354492,Congress affirmed President Joe Biden’s victory in the 2020 presidential election; Civic integrity policy,Labelled + Context,Unknown,Online
1327103335195938817,2020-11-13,190167,"Congress affirmed President Joe Biden’s victory in the 2020 presidential election; DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,Online
1327409017442988033,2020-11-14,0,"Congress affirmed President Joe Biden’s victory in the 2020 presidential election; DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,Online
1290630192172535813,2020-08-04,108756,Coronavirus: 24-hour update - Reuters,Context,Unknown,Online
1327414093196763136,2020-11-14,0,"DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,This Tweet is from a suspended account
1328866387243266049,2020-11-18,0,"DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,This Tweet is from a suspended account
1330739847179460609,2020-11-23,0,"DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,This Tweet is from a suspended account
1331145081219256322,2020-11-24,0,"DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,Online
1331210448444813312,2020-11-24,0,"DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,This Tweet is from a suspended account
1333618999255560193,2020-12-01,0,"DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,This Tweet is from a suspended account
1333751248273731584,2020-12-01,0,"DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,This Tweet is from a suspended account
1333767853384798208,2020-12-01,0,"DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,This Tweet is from a suspended account
1333801671709786114,2020-12-01,0,"DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,This Tweet is from a suspended account
1339090279429775363,2020-12-16,229491,"DHS committees say there is no evidence that any voting systems deleted, lost or changed votes in the US elections",Context,Unknown,Online
1247368253367861249,2020-04-07,83699,George W. Bush's 2005 quote about preparing for a pandemic is in the spotlight,Context,Unknown,Online
1326739976269291521,2020-11-12,0,Growing Discomfort at Law Firms Representing Trump's Election Lawsuits - NY Times,Context,Unknown,This Tweet is from a suspended account
1253225262495543296,2020-04-23,107711,Hydroxychloroquine For COVID-19: Miracle Drug or Premature Claims? - The Quint,Context,Unknown,Online
1290831048872472576,2020-08-05,41239,"Hydroxychloroquine is ‘unlikely to be effective’ in treating COVID-19, the FDA says",Context,Unknown,Online
1253980879434678276,2020-04-25,337,"More deaths among those given hydroxychloroquine versus standard care, researchers report",Context,Unknown,Online
1344355768561070080,2020-12-30,0,"No evidence of widespread voter fraud in Georgia during US presidential election, state and federal officials say",Context,Unknown,This Tweet is from a suspended account
1344356587297673216,2020-12-30,0,"No evidence of widespread voter fraud in Georgia during US presidential election, state and federal officials say",Context,Unknown,This Tweet is from a suspended account
1344363273261617153,2020-12-30,0,"No evidence of widespread voter fraud in Georgia during US presidential election, state and federal officials say",Context,Unknown,This Tweet is from a suspended account
1344376021789908999,2020-12-30,0,"No evidence of widespread voter fraud in Georgia during US presidential election, state and federal officials say",Context,Unknown,This Tweet is from a suspended account
1344392694056026113,2020-12-30,0,"No evidence of widespread voter fraud in Georgia during US presidential election, state and federal officials say",Context,Unknown,This Tweet is from a suspended account
1344411230006435840,2020-12-30,0,"No evidence of widespread voter fraud in Georgia during US presidential election, state and federal officials say",Context,Unknown,This Tweet is from a suspended account
1346689480107974657,2021-01-06,0,"No evidence of widespread voter fraud in Georgia during US presidential election, state and federal officials say",Context,Unknown,Online
1260563065768157185,2020-05-13,226,"No, 5G isn't causing coronavirus 🤔",Context,Unknown,Online
1260563527787413504,2020-05-13,16195,"No, 5G isn't causing coronavirus 🤔",Context,Unknown,This Tweet is from a suspended account
1260757191797231616,2020-05-14,6623,"No, 5G isn't causing coronavirus 🤔",Context,Unknown,Online
1262666525141536769,2020-05-19,71,"No, 5G isn't causing coronavirus 🤔",Context,Unknown,This Tweet is from a suspended account
1262666525141536769,2020-05-19,71,"No, 5G isn't causing coronavirus 🤔",Context,Unknown,This Tweet is from a suspended account
1268963566826270726,2020-06-05,7726,"No, 5G isn't causing coronavirus 🤔",Context,Unknown,Online
1292372169918316544,2020-08-09,9898,"No, 5G isn't causing coronavirus 🤔",Context,Unknown,Online
1306615625297485824,2020-09-17,63426,Online,Online,Unknown,Online
1306021111583432705,2020-09-16,160564,Online,Online,Unknown,Online
1254090026515906562,2020-04-25,2906,Online,Online,Unknown,Online
1253893084015804416,2020-04-25,1762,Online,Online,Unknown,Online
1253893103561461760,2020-04-25,29979,Online,Online,Unknown,Online
1253895211962384384,2020-04-25,114501,Online,Online,Unknown,Online
1253913324573556738,2020-04-25,5,Online,Online,Unknown,Online
1253913353497399297,2020-04-25,489683,Online,Online,Unknown,Online
1262092620769222658,2020-05-17,4196,Online,Online,Unknown,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1306692447846699008,2020-09-17,1878,Online,Online,Unknown,Online
1292372694407815171,2020-08-09,45801,Online,Online,Unknown,Online
1291855500141834241,2020-08-07,192587,Online,Online,Unknown,Online
1290629985225580544,2020-08-04,5052,Online,Online,Unknown,Online
1253895460244172800,2020-04-25,43067,Online,Online,Unknown,Online
1253980809360523264,2020-04-25,19266,Online,Online,Unknown,Online
1291631097286021120,2020-08-07,2589,Online,Online,Unknown,Online
1291661625871593474,2020-08-07,75316,Online,Online,Unknown,Online
1292372685696061440,2020-08-09,1342,Online,Online,Unknown,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1261934308605882369,2020-05-17,39347,Online,Online,Unknown,Online
1291630470543872000,2020-08-07,275,Online,Online,Unknown,Online
1291281545135820802,2020-08-06,92691,Online,Online,Unknown,Online
1261715510565183490,2020-05-16,267,Online,Online,Unknown,Online
1254540959423004677,2020-04-26,13262,Online,Online,Unknown,Online
1254121910880829446,2020-04-25,1139,Online,Online,Unknown,Online
1254121932829663234,2020-04-25,97647,Online,Online,Unknown,Online
1253986685861298176,2020-04-25,920,Online,Online,Unknown,Online
1308023594648252417,2020-09-21,11163,Online,Online,Unknown,Online
1291928116852674560,2020-08-08,15703,Online,Online,Unknown,Online
1306685860285472768,2020-09-17,18,Online,Online,Unknown,Online
1253641352916742146,2020-04-24,11294,Online,Online,Unknown,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1306692018878455810,2020-09-17,103,Online,Online,Unknown,Online
1261206269496524800,2020-05-15,29,Online,Online,Unknown,Online
1261751523417247744,2020-05-16,4873,Online,Online,Unknown,Online
1253841792371503105,2020-04-25,41470,Online,Online,Unknown,Online
1262569732827500544,2020-05-19,105385,Online,Online,Unknown,Online
1261963280228274176,2020-05-17,486,Online,Online,Unknown,Online
1261963299937107969,2020-05-17,267,Online,Online,Unknown,Online
1253808818653401090,2020-04-24,1567,Online,Online,Unknown,Online
1262090553128296451,2020-05-17,92104,Online,Online,Unknown,Online
1253892999953575937,2020-04-25,218,Online,Online,Unknown,Online
1291796345221767168,2020-08-07,178343,Online,Online,Unknown,Online
1260271442731520000,2020-05-12,89748,Online,Online,Unknown,Online
1260271442731520000,2020-05-12,89748,Online,Online,Unknown,Online
1260333963043840000,2020-05-12,173,Online,Online,Unknown,Online
1262114276124160000,2020-05-17,101675,Online,Online,Unknown,Online
1243275520957124612,2020-03-26,21301,Online,Online,Unknown,Online
1243275524228681733,2020-03-26,5839,Online,Online,Unknown,This Tweet is from a suspended account
1243275558278115329,2020-03-26,51671,Online,Online,Unknown,Online
1243275567375491072,2020-03-26,5468,Online,Online,Unknown,Online
1243275571208916992,2020-03-26,12449,Online,Online,Unknown,Online
