date,ranking,classification,classification nr,text,id,replies,retweets,likes,quotes,total_engagement
2022-12-15 0:48:43,147,normal,0.7191646099,"Musk today has tweeted images of his gun; used ""puppet"" and ""puppeteer"" to reference a Jewish-American patriot (@AVindman ), tweeted about ""88"" (white supremacist code for heil hitler), and put out an antisemitic ""frog"" image. TODAY",1597304353060454400,15,,294,,309
2022-12-15 0:48:43,147,normal,0.7191646099,Think twice before retweeting or circulating pics of Musk's gun. He is showing his loyalty to violent right-wing forces in our country. The picture is designed to intimidate defenders of democracy and rule of law.,1597304353060454400,15,,294,,309
2022-12-14 22:54:15,125,normal,0.7191646099,"Musk today has tweeted images of his gun; used ""puppet"" and ""puppeteer"" to reference a Jewish-American patriot (@AVindman ), tweeted about ""88"" (white supremacist code for heil hitler), and put out an antisemitic ""frog"" image. TODAY",1597304353060454400,15,,294,,309
2022-12-14 22:54:15,125,normal,0.7191646099,Think twice before retweeting or circulating pics of Musk's gun. He is showing his loyalty to violent right-wing forces in our country. The picture is designed to intimidate defenders of democracy and rule of law.,1597304353060454400,15,,294,,309
2022-12-14 21:01:12,146,normal,0.7191646099,"Musk today has tweeted images of his gun; used ""puppet"" and ""puppeteer"" to reference a Jewish-American patriot (@AVindman ), tweeted about ""88"" (white supremacist code for heil hitler), and put out an antisemitic ""frog"" image. TODAY",1597304353060454400,15,,294,,309
2022-12-14 21:01:12,146,normal,0.7191646099,Think twice before retweeting or circulating pics of Musk's gun. He is showing his loyalty to violent right-wing forces in our country. The picture is designed to intimidate defenders of democracy and rule of law.,1597304353060454400,15,,294,,309
2022-12-14 14:59:00,8,normal,0.4998613298,Yeah thanks for the reminder my republican stress puppet! @kanyewest  loved the gays but now he don’t love the Jewish race. If he hates you he hates me. After the Jewish it’s whoever else they can’t stand? Look how Kanye radiated then! #Peace,1584293981273624576,25,28,226,,279
2022-12-14 14:59:00,8,normal,0.4998613298,You should miss the old Kanye :),1584293981273624576,25,28,226,,279
2022-12-15 0:48:43,4,normal,0.4998613298,Yeah thanks for the reminder my republican stress puppet! @kanyewest  loved the gays but now he don’t love the Jewish race. If he hates you he hates me. After the Jewish it’s whoever else they can’t stand? Look how Kanye radiated then! #Peace,1584293981273624576,25,28,226,,279
2022-12-15 0:48:43,4,normal,0.4998613298,You should miss the old Kanye :),1584293981273624576,25,28,226,,279
2022-12-12 3:07:57,17,normal,0.4998613298,Yeah thanks for the reminder my republican stress puppet! @kanyewest  loved the gays but now he don’t love the Jewish race. If he hates you he hates me. After the Jewish it’s whoever else they can’t stand? Look how Kanye radiated then! #Peace,1584293981273624576,25,28,225,,278
2022-12-12 3:07:57,17,normal,0.4998613298,You should miss the old Kanye :),1584293981273624576,25,28,225,,278
2022-12-12 1:10:30,16,normal,0.4998613298,Yeah thanks for the reminder my republican stress puppet! @kanyewest  loved the gays but now he don’t love the Jewish race. If he hates you he hates me. After the Jewish it’s whoever else they can’t stand? Look how Kanye radiated then! #Peace,1584293981273624576,25,28,225,,278
2022-12-12 1:10:30,16,normal,0.4998613298,You should miss the old Kanye :),1584293981273624576,25,28,225,,278
2022-12-12 5:05:54,19,normal,0.4998613298,Yeah thanks for the reminder my republican stress puppet! @kanyewest  loved the gays but now he don’t love the Jewish race. If he hates you he hates me. After the Jewish it’s whoever else they can’t stand? Look how Kanye radiated then! #Peace,1584293981273624576,25,28,225,,278
2022-12-12 5:05:54,19,normal,0.4998613298,You should miss the old Kanye :),1584293981273624576,25,28,225,,278
2022-12-14 13:10:56,7,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,32,231,,264
2022-12-14 14:59:00,3,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,32,231,,264
2022-12-12 3:07:57,40,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,32,230,,263
2022-12-13 15:15:45,12,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,32,230,,263
2022-12-13 10:53:06,21,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,32,230,,263
2022-12-13 19:10:20,6,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,32,230,,263
2022-12-12 11:56:07,37,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,32,230,,263
2022-12-12 15:46:30,37,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,32,230,,263
2022-12-13 12:49:17,24,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,32,230,,263
2022-12-12 7:05:18,39,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,32,230,,263
2022-12-12 5:05:54,42,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,32,230,,263
2022-12-11 19:12:53,4,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,31,230,,262
2022-12-11 21:09:55,3,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,31,230,,262
2022-12-11 17:13:53,7,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,30,229,,260
2022-12-11 15:08:47,7,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,30,229,,260
2022-12-11 13:03:52,4,normal,0.6822233796,"what lies at the heart of acts of violence like these is the belief that Jewish people are all connected personally, but also directly connected to all structures of power— such as the government. and that we can control events, because we are secret puppet masters.",1601077592081432581,1,30,229,,260
2022-12-12 3:07:57,104,normal,0.7426362634,.  Does anyone know why Jewish people vote Democrat.. in light of the fact that as we speak .. the puppet in chief is basically feeding Israel to Iran !,1560404567782789128,28,37,152,,217
2022-12-12 7:05:18,117,normal,0.7426362634,.  Does anyone know why Jewish people vote Democrat.. in light of the fact that as we speak .. the puppet in chief is basically feeding Israel to Iran !,1560404567782789128,28,37,152,,217
2022-12-12 5:05:54,116,normal,0.7426362634,.  Does anyone know why Jewish people vote Democrat.. in light of the fact that as we speak .. the puppet in chief is basically feeding Israel to Iran !,1560404567782789128,28,37,152,,217
2022-12-14 19:07:31,16,normal,0.7426362634,.  Does anyone know why Jewish people vote Democrat.. in light of the fact that as we speak .. the puppet in chief is basically feeding Israel to Iran !,1560404567782789128,28,37,151,,216
2022-12-12 19:44:49,117,normal,0.7426362634,.  Does anyone know why Jewish people vote Democrat.. in light of the fact that as we speak .. the puppet in chief is basically feeding Israel to Iran !,1560404567782789128,28,37,151,,216
2022-12-14 13:10:56,17,normal,0.7426362634,.  Does anyone know why Jewish people vote Democrat.. in light of the fact that as we speak .. the puppet in chief is basically feeding Israel to Iran !,1560404567782789128,28,37,151,,216
2022-12-14 17:09:56,12,normal,0.7426362634,.  Does anyone know why Jewish people vote Democrat.. in light of the fact that as we speak .. the puppet in chief is basically feeding Israel to Iran !,1560404567782789128,28,37,151,,216
